id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7792,6.8,0.56,0.31,2.3,0.08,16.0,42.0,0.99585,3.31,0.54,11.5,6.0
7793,7.4,0.78,0.0,2.0,0.092,10.0,23.0,0.9996,3.61,0.54,9.9,6.0
7794,10.6,0.63,0.4,2.0,0.079,15.0,46.0,0.9988,3.3,0.57,9.5,6.0
7795,6.9,0.57,0.11,2.1,0.07,7.0,20.0,0.995,3.52,0.54,10.0,6.0
7796,10.0,0.31,0.55,1.9,0.081,6.0,21.0,0.997,3.22,0.68,9.5,6.0
7797,10.0,0.32,0.51,2.3,0.078,25.0,58.0,0.9947,3.38,0.68,11.8,7.0
7798,7.9,0.42,0.34,1.9,0.0819999999999999,28.0,60.0,0.9958,3.2,0.57,9.2,5.0
7799,10.5,0.41,0.5,1.6,0.092,6.0,24.0,0.9954,3.17,0.82,9.3,6.0
7800,7.8,0.59,0.02,1.9,0.083,19.0,27.0,0.9958,3.38,0.67,9.4,6.0
7801,7.7,0.47,0.13,2.6,0.073,25.0,60.0,0.9955,3.34,0.6,10.3,6.0
7802,6.7,0.86,0.03,2.2,0.079,34.0,77.0,0.9955,3.24,0.57,9.5,5.0
7803,7.9,0.18,0.4,2.0,0.0969999999999999,13.0,33.0,0.9976,3.22,0.52,10.4,6.0
7804,6.8,0.52,0.22,2.3,0.083,14.0,27.0,0.9963,3.23,0.54,11.3,6.0
7805,7.3,0.43,0.39,2.1,0.0819999999999999,8.0,15.0,0.9978,3.3,0.56,9.7,6.0
7806,7.9,0.4,0.3,2.1,0.0819999999999999,9.0,28.0,0.99558,3.33,0.45,9.8,6.0
7807,7.7,0.48,0.25,2.3,0.0819999999999999,29.0,71.0,0.99774,3.5,0.67,9.4,4.0
7808,8.1,0.49,0.21,2.2,0.063,16.0,24.0,0.9988,3.41,0.9,9.4,6.0
7809,7.6,0.56,0.2,1.9,0.079,5.0,14.0,0.9988,3.39,0.65,9.3,4.0
7810,8.6,0.36,0.31,2.3,0.086,6.0,16.0,0.99538,3.39,0.57,10.6,7.0
7811,7.2,0.38,0.28,1.8,0.0579999999999999,6.0,16.0,0.9962,3.3,0.61,9.5,5.0
7812,5.0,0.58,0.09,2.2,0.107,17.0,60.0,0.9972,3.45,0.57,9.2,6.0
7813,7.8,0.45,0.42,2.6,0.073,19.0,63.0,0.9994,3.27,0.64,9.1,6.0
7814,8.2,0.5,0.49,2.0,0.072,8.0,21.0,0.9972,3.29,0.57,9.7,5.0
7815,8.9,0.37,0.4,2.5,0.093,12.0,74.0,0.9988,3.27,0.75,9.3,5.0
7816,10.9,0.33,0.39,2.1,0.068,16.0,86.0,0.9962,3.38,0.84,10.9,6.0
7817,6.6,0.69,0.0,2.7,0.073,17.0,43.0,0.99458,3.42,0.64,12.0,6.0
7818,6.8,0.765,0.0,2.0,0.077,3.0,9.0,0.9956,3.45,0.7,10.8,7.0
7819,7.2,0.69,0.01,2.1,0.05,12.0,20.0,0.99586,3.42,0.59,9.5,5.0
7820,8.6,0.41,0.47,2.4,0.077,25.0,44.0,0.9978,3.3,0.5,9.5,5.0
7821,7.4,0.51,0.11,2.6,0.074,12.0,46.0,0.996,3.15,0.58,11.0,6.0
7822,8.6,0.43,0.31,2.1,0.079,5.0,17.0,0.99622,3.3,0.72,11.4,8.0
7823,9.4,0.42,0.63,1.9,0.0819999999999999,4.0,13.0,0.99396,3.24,0.79,11.0,5.0
7824,9.3,0.33,0.45,1.8,0.078,3.0,11.0,0.99623,3.14,0.81,9.3,6.0
7825,6.9,0.4,0.25,2.6,0.071,21.0,94.0,0.9978,3.33,0.55,10.2,5.0
7826,10.1,0.31,0.48,2.4,0.083,5.0,13.0,0.9978,3.31,0.59,11.0,6.0
7827,8.9,0.64,0.24,2.2,0.09,5.0,14.0,0.99814,3.14,0.54,10.2,6.0
7828,7.4,0.3,0.56,2.1,0.078,8.0,19.0,0.99786,3.14,0.74,9.5,5.0
7829,7.6,0.4,0.26,2.1,0.077,6.0,17.0,0.99476,3.24,0.66,9.8,5.0
7830,7.1,0.61,0.21,2.2,0.0819999999999999,5.0,16.0,0.99708,3.51,0.59,9.5,6.0
7831,7.9,0.61,0.06,1.4,0.071,8.0,19.0,0.99557,3.39,0.61,10.5,5.0
7832,7.5,0.3,0.26,2.4,0.081,5.0,13.0,0.9984,3.19,0.52,9.9,5.0
7833,7.7,0.48,0.29,2.3,0.084,25.0,72.0,0.9968,3.31,0.44,9.5,5.0
7834,9.1,0.4,0.35,2.6,0.096,12.0,35.0,0.9974,3.22,0.6,10.4,6.0
7835,9.9,0.53,0.22,2.1,0.07,4.0,11.0,0.99586,3.21,0.67,11.5,6.0
7836,4.7,0.4,0.0,2.2,0.067,8.0,28.0,0.9994,3.56,0.59,9.0,6.0
7837,9.1,0.42,0.66,1.9,0.068,18.0,44.0,0.9971,3.31,0.63,9.6,5.0
7838,10.0,0.35,0.44,2.3,0.078,4.0,8.0,0.9968,3.2,0.59,11.3,6.0
7839,6.2,0.57,0.0,1.7,0.072,20.0,48.0,0.99645,3.51,0.55,9.7,5.0
7840,9.1,0.29,0.42,2.1,0.073,11.0,38.0,0.9982,3.32,0.77,10.8,6.0
7841,7.2,0.31,0.2,1.9,0.104,24.0,119.0,0.9964,3.3,0.56,9.4,5.0
7842,7.0,0.49,0.0,2.3,0.0579999999999999,18.0,29.0,0.9979,3.41,0.54,9.7,6.0
7843,7.0,0.53,0.0,2.0,0.078,9.0,28.0,0.99694,3.52,0.56,10.5,6.0
7844,7.1,0.56,0.0,2.3,0.077,9.0,24.0,0.99458,3.35,0.7,10.9,5.0
7845,7.8,0.57,0.0,2.0,0.081,13.0,31.0,0.99444,3.31,0.56,9.9,5.0
7846,6.0,0.34,0.02,1.8,0.08,33.0,24.0,0.99704,3.46,0.61,9.4,6.0
7847,7.7,0.4,0.29,2.6,0.081,8.0,16.0,0.9979,3.2,0.6,9.4,5.0
7848,6.3,0.35,0.6,2.0,0.094,10.0,23.0,0.99656,3.43,0.72,12.2,7.0
7849,8.8,0.66,0.0,2.0,0.08,6.0,13.0,0.99592,3.54,0.8,10.1,6.0
7850,7.9,0.745,0.1,2.1,0.074,13.0,30.0,0.9956,3.39,0.6,9.6,6.0
7851,6.8,0.58,0.08,2.0,0.072,5.0,14.0,0.9965,3.54,0.57,11.8,7.0
7852,11.3,0.49,0.49,2.2,0.076,25.0,52.0,0.9982,3.17,0.48,9.9,5.0
7853,7.2,0.56,0.09,2.0,0.084,35.0,44.0,0.9996,3.46,0.57,9.5,6.0
7854,9.9,0.18,0.3,2.3,0.079,34.0,51.0,0.9991,3.17,0.64,12.1,7.0
7855,7.5,0.74,0.02,2.6,0.0969999999999999,8.0,29.0,0.9988,3.35,0.57,9.5,5.0
7856,6.2,0.59,0.12,2.4,0.096,5.0,15.0,0.9956,3.42,0.52,11.7,6.0
7857,7.0,0.635,0.0,2.2,0.084,17.0,37.0,0.9968,3.37,0.6,10.2,6.0
7858,8.2,0.39,0.29,1.8,0.076,6.0,12.0,0.9964,3.26,0.56,9.3,6.0
7859,7.3,0.66,0.0,2.1,0.084,12.0,49.0,0.9967,3.37,0.48,9.8,5.0
7860,6.3,0.63,0.01,1.8,0.069,9.0,26.0,0.9961,3.52,0.79,9.5,5.0
7861,7.2,0.4,0.0,2.0,0.077,5.0,9.0,0.9956,3.3,0.75,9.9,7.0
7862,6.2,0.41,0.2,1.7,0.08,10.0,24.0,0.99656,3.43,0.7,9.4,6.0
7863,8.3,0.41,0.31,1.8,0.078,11.0,44.0,0.9982,3.2,0.87,10.3,6.0
7864,7.8,0.51,0.15,2.0,0.076,10.0,21.0,0.99504,3.42,0.6,11.8,6.0
7865,10.8,0.45,0.45,2.5,0.057,16.0,42.0,0.9948,3.15,0.71,9.5,5.0
7866,7.9,0.38,0.38,2.6,0.0819999999999999,16.0,69.0,0.9958,3.16,0.6,10.0,6.0
7867,7.7,0.56,0.06,2.6,0.077,23.0,62.0,0.9965,3.36,0.46,9.4,5.0
7868,11.2,0.31,0.64,2.0,0.0969999999999999,17.0,85.0,0.9976,3.19,0.52,9.5,5.0
7869,7.5,0.47,0.23,1.7,0.074,12.0,28.0,0.99746,3.34,0.62,9.8,5.0
7870,11.8,0.24,0.51,2.5,0.0819999999999999,6.0,14.0,1.00289,3.07,0.62,9.7,5.0
7871,7.1,0.58,0.19,2.4,0.074,16.0,64.0,0.9981,3.47,0.85,9.9,6.0
7872,7.2,0.57,0.01,1.8,0.063,6.0,14.0,0.9968,3.49,0.64,9.8,6.0
7873,7.3,0.735,0.0,2.6,0.078,6.0,37.0,0.9982,3.48,0.62,12.4,6.0
7874,10.9,0.4,0.49,3.1,0.076,15.0,36.0,0.9976,3.15,0.79,12.0,6.0
7875,8.7,0.31,0.49,1.7,0.071,6.0,12.0,0.99652,3.26,0.69,10.1,5.0
7876,7.3,0.46,0.31,2.2,0.078,6.0,17.0,0.9972,3.32,0.67,9.8,5.0
7877,9.9,0.28,0.49,1.8,0.054,22.0,52.0,0.9991,3.39,0.66,10.4,6.0
7878,8.5,0.64,0.24,2.2,0.086,32.0,70.0,0.9972,3.3,0.77,9.8,6.0
7879,6.6,0.46,0.37,2.0,0.088,18.0,38.0,0.9966,3.42,0.76,9.4,5.0
7880,6.0,0.67,0.03,2.1,0.084,15.0,31.0,0.99538,3.42,0.53,9.5,5.0
7881,5.6,0.43,0.31,2.3,0.095,14.0,28.0,0.99534,3.36,0.6,11.3,6.0
7882,7.2,0.35,0.4,1.7,0.095,6.0,14.0,0.99562,3.3,0.65,9.6,6.0
7883,7.9,0.685,0.0,2.1,0.066,23.0,54.0,0.9962,3.35,0.55,11.8,6.0
7884,7.3,0.6,0.0,1.7,0.099,7.0,23.0,0.99478,3.52,0.5,11.2,7.0
7885,7.6,0.53,0.02,1.9,0.087,5.0,22.0,0.99523,3.2,0.56,9.8,6.0
7886,8.9,0.42,0.34,2.0,0.071,21.0,119.0,0.99586,3.31,0.53,9.5,5.0
7887,9.5,0.39,0.49,2.6,0.078,10.0,22.0,0.9964,3.28,0.66,9.8,6.0
7888,9.1,0.645,0.24,2.7,0.071,14.0,67.0,0.99786,3.18,0.57,9.8,6.0
7889,10.4,0.43,0.33,2.4,0.066,8.0,19.0,0.9994,3.34,0.88,9.6,6.0
7890,7.4,0.62,0.02,2.8,0.0819999999999999,5.0,28.0,0.9987,3.42,0.6,10.7,7.0
7891,7.7,0.51,0.02,2.1,0.081,28.0,60.0,0.99557,3.37,0.61,9.6,6.0
7892,7.3,0.51,0.14,2.0,0.07,15.0,45.0,0.9986,3.36,0.86,9.5,5.0
7893,10.5,0.39,0.49,1.7,0.086,8.0,18.0,0.9982,3.16,0.76,9.5,6.0
7894,6.7,0.56,0.08,2.0,0.066,23.0,44.0,0.99694,3.28,0.61,9.6,5.0
7895,8.3,0.6,0.25,1.8,0.064,15.0,39.0,0.9973,3.27,0.6,10.3,6.0
7896,7.7,0.655,0.0,1.8,0.091,14.0,27.0,0.9988,3.38,0.66,10.5,6.0
7897,10.2,0.34,0.49,1.7,0.096,14.0,28.0,1.00242,3.28,0.58,10.2,6.0
7898,6.9,0.28,0.47,1.6,0.075,13.0,35.0,0.99656,3.27,0.52,11.5,5.0
7899,9.0,0.5,0.32,2.1,0.078,5.0,20.0,0.9976,3.3,0.68,9.8,6.0
7900,6.7,0.58,0.02,2.2,0.068,6.0,14.0,0.99723,3.54,0.65,9.7,6.0
7901,12.9,0.46,0.66,2.1,0.087,19.0,49.0,0.9957,3.2,0.64,10.6,4.0
7902,8.0,0.32,0.44,4.1,0.087,21.0,60.0,0.9972,3.3,0.7,10.7,6.0
7903,8.2,0.28,0.55,2.0,0.078,20.0,35.0,0.99258,3.25,0.86,9.8,6.0
7904,7.0,0.35,0.39,2.1,0.114,8.0,17.0,0.9962,3.26,0.57,9.7,5.0
7905,7.0,0.67,0.1,2.8,0.07,7.0,18.0,0.9962,3.34,0.64,9.1,5.0
7906,5.1,0.635,0.26,1.8,0.132,21.0,28.0,0.9996,3.51,0.52,9.5,6.0
7907,9.1,0.32,0.38,1.9,0.062,9.0,26.0,0.9976,3.32,0.48,11.7,6.0
7908,7.3,0.715,0.1,2.5,0.087,16.0,37.0,0.9982,3.3,0.55,9.5,6.0
7909,11.5,0.18,0.48,1.4,0.415,6.0,18.0,0.99652,3.32,0.54,10.9,6.0
7910,8.7,0.32,0.39,1.8,0.08,6.0,28.0,0.9964,3.24,0.78,9.5,5.0
7911,7.1,0.64,0.12,2.1,0.0819999999999999,16.0,72.0,0.9964,3.16,0.48,9.5,6.0
7912,7.9,0.49,0.21,1.7,0.078,9.0,22.0,0.99576,3.28,0.59,10.1,6.0
7913,8.6,0.52,0.24,2.9,0.076,30.0,145.0,0.9982,3.27,0.53,9.5,6.0
7914,7.7,0.44,0.23,2.1,0.0819999999999999,8.0,19.0,0.9955,3.26,0.52,9.7,5.0
7915,7.8,0.61,0.12,2.2,0.062,21.0,47.0,0.9988,3.16,0.8,9.5,6.0
7916,10.1,0.43,0.36,2.1,0.095,6.0,18.0,0.9972,3.16,0.81,10.4,6.0
7917,8.0,0.56,0.24,2.0,0.08,24.0,48.0,0.9972,3.31,0.65,10.5,6.0
7918,9.2,0.48,0.42,2.2,0.078,8.0,27.0,0.9972,3.32,0.64,9.3,5.0
7919,10.8,0.38,0.48,2.6,0.068,27.0,44.0,0.99786,3.28,0.57,9.8,6.0
7920,8.8,0.5,0.01,2.5,0.081,6.0,13.0,0.997,3.36,0.54,10.5,5.0
7921,7.5,0.57,0.02,1.8,0.081,21.0,77.0,0.9959,3.48,0.51,9.5,5.0
7922,8.9,0.57,0.15,2.1,0.072,26.0,61.0,0.9994,3.41,0.56,9.6,5.0
7923,7.6,0.46,0.3,4.2,0.0819999999999999,23.0,44.0,0.9974,3.41,0.56,11.1,5.0
7924,7.8,0.54,0.12,2.1,0.048,21.0,94.0,0.9972,3.16,1.12,9.2,7.0
7925,7.9,0.39,0.32,2.2,0.094,12.0,88.0,0.9968,3.38,0.62,9.5,5.0
7926,7.3,0.675,0.1,2.0,0.092,10.0,23.0,0.9973,3.49,0.52,9.2,5.0
7927,8.3,0.58,0.22,1.9,0.078,7.0,17.0,0.995,3.34,0.61,11.7,7.0
7928,9.1,0.49,0.23,2.8,0.083,15.0,59.0,1.0,3.28,0.73,11.8,6.0
7929,11.9,0.48,0.49,2.6,0.08,3.0,12.0,0.99458,3.26,0.77,9.9,6.0
7930,7.9,0.74,0.22,1.9,0.0969999999999999,12.0,23.0,0.9966,3.33,0.56,12.5,7.0
7931,10.3,0.4,0.39,2.1,0.083,6.0,16.0,0.9974,3.16,0.76,12.7,7.0
7932,7.1,0.31,0.39,1.9,0.066,24.0,47.0,0.99458,3.32,0.58,9.7,6.0
7933,8.5,0.34,0.38,2.0,0.086,7.0,15.0,0.9962,3.22,0.6,9.6,6.0
7934,9.5,0.66,0.19,2.1,0.073,11.0,35.0,0.9984,3.3,0.56,9.2,6.0
7935,9.0,0.52,0.33,2.8,0.07,9.0,22.0,0.9988,3.1,0.58,10.4,6.0
7936,6.7,0.58,0.0,2.3,0.1,6.0,31.0,0.99462,3.34,0.55,10.8,5.0
7937,7.3,0.67,0.13,2.5,0.078,10.0,18.0,0.9959,3.39,0.49,9.4,5.0
7938,7.0,0.49,0.04,2.6,0.076,14.0,33.0,0.9976,3.34,0.56,11.8,7.0
7939,9.4,0.36,0.66,2.3,0.104,8.0,19.0,0.9974,3.37,0.56,9.1,5.0
7940,8.9,0.32,0.42,2.9,0.0819999999999999,26.0,58.0,0.9986,3.22,0.59,9.0,5.0
7941,7.2,0.49,0.0,2.0,0.178,6.0,16.0,0.9966,3.39,0.59,11.1,7.0
7942,8.9,0.63,0.26,2.3,0.073,13.0,31.0,0.9988,3.16,0.56,9.8,6.0
7943,8.7,0.43,0.39,3.3,0.078,8.0,19.0,0.9986,3.34,0.55,12.0,6.0
7944,7.8,0.835,0.01,1.9,0.079,6.0,20.0,0.99531,3.35,0.56,11.7,6.0
7945,7.0,0.59,0.01,1.6,0.079,26.0,45.0,0.9957,3.32,0.44,10.0333333333333,5.0
7946,7.2,0.6,0.0,2.2,0.076,7.0,31.0,0.9955,3.17,0.61,9.5,5.0
7947,7.8,0.47,0.21,1.6,0.07,6.0,31.0,0.9994,3.18,0.65,10.9,6.0
7948,7.8,0.57,0.0,2.2,0.079,7.0,31.0,0.99476,3.26,0.6,9.5,5.0
7949,7.0,0.735,0.01,1.8,0.077,9.0,18.0,0.996,3.37,0.48,9.5,5.0
7950,7.0,0.43,0.32,2.0,0.09,18.0,43.0,0.9982,3.39,0.71,9.5,5.0
7951,9.4,0.45,0.18,2.1,0.077,6.0,27.0,0.9988,3.2,0.58,9.4,6.0
7952,7.6,0.7,0.14,1.7,0.0819999999999999,5.0,31.0,0.99743,3.34,0.58,9.2,6.0
7953,7.4,0.43,0.39,2.3,0.063,13.0,47.0,0.99708,3.33,0.73,9.8,5.0
7954,8.4,0.55,0.24,1.9,0.076,5.0,12.0,0.9988,3.15,0.52,9.4,5.0
7955,9.3,0.69,0.24,2.5,0.044,28.0,49.0,0.99655,3.44,0.53,10.0,4.0
7956,7.5,0.36,0.28,2.3,0.08,10.0,24.0,0.9972,3.24,0.56,9.3,5.0
7957,9.7,0.48,0.4,2.3,0.071,7.0,29.0,0.997,3.16,0.57,9.4,5.0
7958,7.5,0.68,0.0,2.1,0.084,13.0,27.0,0.99498,3.22,0.54,9.5,5.0
7959,7.9,0.36,0.26,1.9,0.071,9.0,38.0,0.99702,3.4,0.56,9.4,3.0
7960,7.7,0.42,0.23,2.2,0.078,5.0,12.0,0.99628,3.38,0.52,11.0,6.0
7961,7.1,0.6,0.14,2.3,0.074,15.0,39.0,0.99638,3.41,0.55,10.7,6.0
7962,6.9,0.47,0.24,1.9,0.08,17.0,45.0,0.9958,3.43,0.57,12.0,6.0
7963,7.4,0.58,0.0,2.0,0.0819999999999999,27.0,50.0,0.9979,3.48,0.5,9.5,5.0
7964,10.5,0.28,0.49,1.9,0.077,15.0,28.0,0.99572,3.1,0.57,10.6,7.0
7965,7.7,0.735,0.03,1.9,0.079,9.0,31.0,0.9976,3.47,0.69,9.5,4.0
7966,7.9,0.43,0.35,1.9,0.086,7.0,41.0,0.99498,3.24,0.67,9.4,6.0
7967,7.2,0.57,0.19,2.5,0.074,12.0,70.0,0.9982,3.28,0.59,9.4,6.0
7968,6.0,0.84,0.04,2.1,0.068,5.0,13.0,0.99622,3.52,0.56,9.4,6.0
7969,7.9,0.58,0.11,2.0,0.091,13.0,49.0,0.9973,3.25,0.77,10.2,7.0
7970,10.5,0.29,0.49,2.0,0.079,3.0,32.0,0.9984,3.26,0.7,10.9,5.0
7971,7.0,0.51,0.04,2.1,0.074,6.0,20.0,0.99774,3.14,0.57,9.5,5.0
7972,9.0,0.46,0.33,2.0,0.074,6.0,15.0,0.9984,3.17,0.82,9.5,6.0
7973,6.8,0.75,0.0,2.5,0.083,7.0,119.0,0.9972,3.27,0.59,9.6,5.0
7974,7.2,0.33,0.3,2.0,0.077,13.0,31.0,0.9988,3.22,0.75,9.6,6.0
7975,12.5,0.48,0.54,1.8,0.086,12.0,21.0,0.9971,3.24,0.83,10.0,7.0
7976,8.0,0.35,0.24,2.6,0.074,6.0,24.0,0.9976,3.3,0.49,9.5,5.0
7977,7.5,0.45,0.0,2.5,0.095,14.0,29.0,0.9976,3.55,0.66,9.7,6.0
7978,11.3,0.4,0.48,2.4,0.095,24.0,64.0,0.9976,3.3,0.7,12.4,7.0
7979,7.1,0.75,0.0,2.2,0.081,21.0,51.0,0.99622,3.53,0.65,9.2,6.0
7980,10.0,0.3,0.49,2.0,0.069,8.0,22.0,0.99888,3.15,0.56,9.8,6.0
7981,7.9,0.52,0.24,2.2,0.07,16.0,23.0,0.99498,3.26,0.78,11.4,7.0
7982,6.4,0.57,0.02,2.1,0.09,19.0,40.0,0.9968,3.51,0.68,11.0,7.0
7983,7.0,0.39,0.34,2.7,0.087,12.0,46.0,0.9972,3.31,0.84,9.7,5.0
7984,7.2,0.46,0.02,1.9,0.08,14.0,42.0,0.99494,3.28,0.65,9.8,5.0
7985,7.8,0.48,0.28,1.8,0.0579999999999999,31.0,62.0,0.9964,3.32,0.69,9.7,5.0
7986,7.5,0.56,0.04,2.0,0.069,20.0,43.0,0.99464,3.29,0.54,9.5,5.0
7987,9.7,0.38,0.34,2.5,0.066,11.0,21.0,0.9978,3.15,0.66,10.3,7.0
7988,7.6,0.34,0.56,1.8,0.084,9.0,23.0,0.99354,3.35,0.62,10.7,5.0
7989,6.8,0.58,0.0,2.3,0.084,12.0,29.0,0.9962,3.31,0.73,10.8,7.0
7990,6.8,0.59,0.0,1.2,0.0559999999999999,10.0,22.0,0.99622,3.59,0.71,9.9,6.0
7991,7.4,0.645,0.0,1.7,0.077,14.0,86.0,0.99702,3.45,0.69,9.8,5.0
7992,8.4,0.6,0.3,2.1,0.08,8.0,24.0,0.9952,3.38,0.55,10.2,6.0
7993,11.8,0.31,0.54,2.1,0.085,12.0,66.0,0.9961,3.15,0.62,10.8,6.0
7994,7.5,0.58,0.17,2.6,0.092,26.0,53.0,0.99668,3.24,0.57,9.3,6.0
7995,8.7,0.32,0.29,5.4,0.0819999999999999,25.0,119.0,0.9979,3.14,0.67,9.6,5.0
7996,8.4,0.59,0.05,2.0,0.08,15.0,27.0,0.99458,3.21,0.62,10.3,7.0
7997,8.2,0.21,0.46,2.4,0.077,28.0,72.0,0.9982,3.21,0.63,9.5,5.0
7998,9.3,0.18,0.49,2.2,0.1119999999999999,4.0,27.0,0.9986,3.21,0.6,9.2,5.0
7999,11.9,0.47,0.48,2.5,0.073,22.0,44.0,0.9981,3.12,0.91,9.7,6.0
8000,6.7,0.28,0.29,2.6,0.094,7.0,17.0,0.99547,3.41,0.66,10.0,4.0
8001,6.9,0.56,0.03,2.6,0.072,6.0,15.0,0.99586,3.58,0.57,11.2,6.0
8002,7.1,0.35,0.47,1.7,0.0969999999999999,17.0,39.0,0.99498,3.36,0.71,10.5,6.0
8003,11.5,0.43,0.49,2.2,0.073,19.0,36.0,0.9994,3.14,0.49,11.1,6.0
8004,7.1,0.6,0.24,2.1,0.07,9.0,44.0,0.9958,3.32,0.83,9.8,6.0
8005,8.3,0.24,0.55,2.4,0.074,10.0,24.0,0.9988,3.19,0.43,11.3,6.0
8006,8.1,0.41,0.32,2.4,0.073,23.0,42.0,0.9976,3.45,0.66,10.4,5.0
8007,9.2,0.5,0.44,1.8,0.077,17.0,42.0,0.99774,3.21,0.59,9.9,6.0
8008,7.2,0.45,0.37,2.0,0.081,18.0,50.0,0.99444,3.27,0.5,9.5,5.0
8009,7.5,0.49,0.21,2.0,0.079,22.0,105.0,0.99668,3.31,0.58,9.5,5.0
8010,7.2,0.685,0.0,2.1,0.079,24.0,44.0,0.9948,3.39,0.59,9.3,5.0
8011,8.9,0.735,0.21,2.5,0.069,6.0,12.0,0.9996,3.37,0.49,9.5,5.0
8012,6.3,0.65,0.02,2.6,0.078,5.0,13.0,0.9956,3.38,0.55,10.9,6.0
8013,7.7,0.57,0.12,2.4,0.084,11.0,47.0,0.9982,3.21,0.56,9.5,4.0
8014,10.1,0.63,0.38,2.2,0.1169999999999999,26.0,53.0,0.9987,3.18,0.49,9.4,5.0
8015,7.5,0.965,0.26,1.9,0.075,33.0,53.0,0.9962,3.26,0.54,9.6,6.0
8016,7.0,0.36,0.49,2.2,0.078,15.0,88.0,0.9973,3.15,0.56,9.5,5.0
8017,9.9,0.39,0.53,1.8,0.078,14.0,38.0,0.9987,3.16,0.6,9.8,5.0
8018,7.8,0.48,0.15,2.0,0.078,24.0,77.0,0.9988,3.3,0.56,9.2,6.0
8019,7.9,0.31,0.49,2.1,0.076,6.0,16.0,0.9986,3.32,0.56,9.2,5.0
8020,7.4,0.6,0.15,2.2,0.0819999999999999,19.0,27.0,0.99656,3.24,0.48,9.4,5.0
8021,7.9,0.4,0.32,2.0,0.069,3.0,8.0,0.99704,3.37,0.48,9.5,5.0
8022,8.4,0.39,0.25,1.7,0.062,11.0,44.0,0.9964,3.26,0.54,9.4,5.0
8023,9.7,0.5,0.3,2.6,0.0819999999999999,7.0,31.0,0.9976,3.3,0.57,10.0333333333333,6.0
8024,6.8,0.44,0.31,2.2,0.084,15.0,24.0,0.99516,3.26,0.52,11.4,6.0
8025,8.0,0.77,0.1,1.9,0.08,38.0,48.0,0.9948,3.18,0.6,9.4,6.0
8026,8.2,0.43,0.33,1.7,0.071,6.0,16.0,0.9986,3.41,0.64,11.8,6.0
8027,7.2,0.38,0.32,2.3,0.08,12.0,25.0,0.9994,3.36,0.64,9.4,5.0
8028,9.3,0.42,0.24,1.9,0.079,16.0,88.0,0.99588,3.2,0.71,9.4,5.0
8029,7.7,0.31,0.42,5.0,0.071,10.0,42.0,0.99552,3.44,0.52,9.8,6.0
8030,8.4,0.48,0.13,2.6,0.073,21.0,49.0,0.9984,3.36,0.56,9.2,5.0
8031,8.6,0.42,0.32,2.2,0.076,10.0,23.0,0.99718,3.41,0.78,10.5,6.0
8032,7.0,0.55,0.07,2.2,0.07,14.0,27.0,0.9988,3.54,0.55,10.4,6.0
8033,7.9,0.56,0.02,2.1,0.078,21.0,54.0,0.9964,3.42,0.63,9.6,4.0
8034,7.0,0.53,0.16,1.9,0.077,14.0,31.0,0.9962,3.27,0.67,9.6,6.0
8035,8.2,0.615,0.26,1.8,0.077,6.0,25.0,0.9984,3.19,0.54,9.5,5.0
8036,11.5,0.61,0.09,6.2,0.066,6.0,33.0,1.0001,3.26,0.5,10.7,4.0
8037,9.9,0.35,0.54,1.8,0.085,32.0,131.0,0.99745,3.26,0.68,9.9,5.0
8038,8.2,0.48,0.5,1.9,0.078,5.0,11.0,0.99498,3.35,0.64,11.0,6.0
8039,8.1,0.74,0.27,2.4,0.071,7.0,24.0,0.99774,3.39,0.64,9.9,6.0
8040,7.9,0.53,0.02,1.5,0.073,16.0,42.0,0.99632,3.51,0.53,10.7,6.0
8041,7.7,0.49,0.0,2.2,0.076,23.0,58.0,0.9968,3.53,0.87,9.4,5.0
8042,8.4,0.62,0.02,1.8,0.075,12.0,28.0,0.9964,3.51,0.61,9.2,6.0
8043,8.8,0.43,0.43,3.0,0.063,12.0,54.0,0.99726,3.21,0.61,10.9,5.0
8044,7.2,0.64,0.0,2.2,0.08,10.0,31.0,0.99608,3.36,0.54,11.8,6.0
8045,7.4,0.7,0.23,2.3,0.076,17.0,86.0,0.9961,3.36,0.91,9.6,5.0
8046,6.2,0.715,0.02,1.6,0.065,11.0,20.0,0.9973,3.46,0.48,10.4,7.0
8047,7.6,0.615,0.0,1.6,0.075,28.0,99.0,0.99613,3.31,0.54,9.4,6.0
8048,7.8,0.51,0.02,2.3,0.08,9.0,28.0,0.99562,3.26,0.57,9.3,5.0
8049,6.7,0.39,0.05,2.3,0.0819999999999999,9.0,38.0,0.9964,3.47,0.52,9.6,6.0
8050,7.9,0.65,0.01,1.9,0.08,18.0,54.0,0.9969,3.4,0.55,9.9,5.0
8051,8.3,0.46,0.39,2.1,0.08,5.0,19.0,0.9962,3.31,0.75,10.0,6.0
8052,7.5,0.43,0.24,2.9,0.104,11.0,24.0,0.99701,3.37,0.66,12.2,6.0
8053,8.3,0.25,0.34,2.2,0.077,5.0,14.0,0.99526,3.31,0.73,10.1,5.0
8054,10.1,0.53,0.49,2.2,0.066,5.0,14.0,0.9963,3.28,0.51,12.5,6.0
8055,6.0,0.635,0.0,2.4,0.092,31.0,54.0,0.99494,3.38,0.72,10.1,8.0
8056,8.7,0.45,0.31,2.7,0.075,5.0,28.0,0.99588,3.34,0.53,11.8,6.0
